date,ticker,p_down,p_side,p_up,actual
2024-10-03,AUBANK.BO,0.7084113,0.17483822,0.116750516,-4.36030131812916
2024-10-03,AWL.BO,0.7084113,0.17483793,0.11675088,-0.941180060891544
2024-10-03,AAVAS.BO,0.7084315,0.17482926,0.11673928,-3.5296441003677486
2024-10-03,ACE.BO,0.70840985,0.17483862,0.11675159,-1.6579682896256867
2024-10-03,ADANIENSOL.BO,0.7084227,0.17483251,0.116744675,-2.2879354182947265
2024-10-03,ADANIENT.BO,0.70840895,0.17483896,0.11675206,1.8111217865216929
2024-10-03,ADANIGREEN.BO,0.7084195,0.17483428,0.11674622,-1.4984433344164227
2024-10-03,ADANIPORTS.BO,0.70841223,0.17483762,0.11675021,-0.48422068003690505
2024-10-03,ADANIPOWER.BO,0.7084375,0.17482601,0.116736464,-0.07746405792997221
2024-10-03,ATGL.BO,0.7084084,0.17483935,0.11675225,-1.8645556916370771
2024-10-10,360ONE.BO,0.5145697,0.286567,0.19886331,8.277921615004837
2024-10-10,3MINDIA.BO,0.51456827,0.2865676,0.19886407,-1.8866795040493187
2024-10-10,APLAPOLLO.BO,0.514567,0.28656828,0.1988647,-1.274516004002407
2024-10-10,AUBANK.BO,0.5145646,0.2865698,0.19886567,-1.8007769617367935
2024-10-10,AWL.BO,0.5145626,0.28657037,0.19886702,-2.761279135997315
2024-10-10,AAVAS.BO,0.51456934,0.28656718,0.19886345,0.47116164796020127
2024-10-10,ACE.BO,0.51456594,0.2865687,0.19886537,3.0079097975198454
2024-10-10,ADANIENSOL.BO,0.51456815,0.2865678,0.19886403,2.784627930810801
2024-10-10,ADANIENT.BO,0.5145706,0.2865664,0.19886304,-5.076736998625233
2024-10-10,ADANIGREEN.BO,0.5145634,0.2865702,0.19886638,-2.728113442309587
2024-10-10,ADANIPORTS.BO,0.5145687,0.28656733,0.19886398,-1.6572052600978628
2024-10-10,ADANIPOWER.BO,0.51456416,0.28656965,0.19886623,-5.558138115461483
2024-10-10,ATGL.BO,0.5145686,0.28656715,0.19886418,-3.0017151691726323
2024-10-17,360ONE.BO,0.5076452,0.27193454,0.22042032,-6.547753443215172
2024-10-17,3MINDIA.BO,0.507649,0.27193323,0.22041777,0.7270390279996337
2024-10-17,APLAPOLLO.BO,0.5076398,0.2719362,0.22042395,-3.934065839057549
2024-10-17,AUBANK.BO,0.50766,0.2719296,0.22041045,-6.047153146459686
2024-10-17,AWL.BO,0.50765514,0.2719312,0.22041373,3.9083932192270994
2024-10-17,AAVAS.BO,0.50762,0.27194256,0.22043741,-3.4158344188739322
2024-10-17,ACE.BO,0.5076927,0.2719192,0.22038816,-8.551135928569655
2024-10-17,ADANIENSOL.BO,0.5076391,0.27193618,0.22042476,-4.3993694349373955
2024-10-17,ADANIENT.BO,0.50765824,0.2719302,0.22041157,-6.103507618878339
2024-10-17,ADANIGREEN.BO,0.5076806,0.2719229,0.22039641,-2.291020672949547
2024-10-17,ADANIPORTS.BO,0.5076288,0.27193958,0.22043154,-2.900582397611237
2024-10-17,ADANIPOWER.BO,0.50762373,0.27194098,0.22043534,-0.7469454554973285
2024-10-17,ATGL.BO,0.507703,0.27191573,0.22038122,2.7341324788716164
2024-10-24,360ONE.BO,0.5757187,0.23750044,0.18678087,5.223488652150278
2024-10-24,3MINDIA.BO,0.5757125,0.23749985,0.18678759,6.033245365602472
2024-10-24,APLAPOLLO.BO,0.5757174,0.23749994,0.18678258,2.03418066929876
2024-10-24,AUBANK.BO,0.5756414,0.23749612,0.18686248,-5.127407050087783
2024-10-24,AWL.BO,0.5757182,0.23750037,0.18678136,1.7043839314139153
2024-10-24,AAVAS.BO,0.57571906,0.23749977,0.18678111,0.15885055681477595
2024-10-24,ACE.BO,0.5757228,0.23750083,0.18677637,5.980208699960531
2024-10-24,ADANIENSOL.BO,0.5757176,0.2375002,0.18678212,0.0
2024-10-24,ADANIENT.BO,0.57570696,0.23749907,0.18679394,4.182643612102006
2024-10-24,ADANIGREEN.BO,0.57571614,0.23750049,0.18678337,-5.6197042814909715
2024-10-24,ADANIPORTS.BO,0.57571054,0.23749958,0.18678983,1.6690034704533678
2024-10-24,ADANIPOWER.BO,0.57571906,0.23750024,0.18678066,-1.9434324426946779
2024-10-24,ATGL.BO,0.57571644,0.23749994,0.18678366,-4.852701014771599
2024-10-31,360ONE.BO,0.6708553,0.23027858,0.09886607,-4.890705144375494
2024-10-31,3MINDIA.BO,0.67085725,0.23027778,0.09886504,0.12044363495876775
2024-10-31,APLAPOLLO.BO,0.6708573,0.23027779,0.09886489,-0.0558331263880602
2024-10-31,AUBANK.BO,0.6708527,0.23027971,0.09886758,-1.7144256332303907
2024-10-31,AWL.BO,0.6708505,0.23028047,0.09886896,-0.17336206094609782
2024-10-31,AAVAS.BO,0.6708601,0.2302766,0.098863274,1.9779715288113768
2024-10-31,ACE.BO,0.67085606,0.23027827,0.098865695,-1.8523957185121336
2024-10-31,ADANIENSOL.BO,0.6708521,0.23027988,0.098868035,-1.2196396705115
2024-10-31,ADANIENT.BO,0.6708549,0.23027872,0.09886637,0.7669760034361055
2024-10-31,ADANIGREEN.BO,0.67085546,0.23027849,0.09886601,2.8473091364205256
2024-10-31,ADANIPORTS.BO,0.67085475,0.23027876,0.09886649,-1.7505612290770485
2024-10-31,ADANIPOWER.BO,0.6708527,0.23027962,0.09886763,1.138566650582545
2024-10-31,ATGL.BO,0.6708524,0.23027967,0.09886785,1.064573430833304
2024-11-07,360ONE.BO,0.4242339,0.31301698,0.26274905,1.3712472118507746
2024-11-07,3MINDIA.BO,0.4242264,0.3130214,0.26275218,-9.992991686058717
2024-11-07,APLAPOLLO.BO,0.42422414,0.31302267,0.26275325,-3.3026618468616493
2024-11-07,AUBANK.BO,0.42422795,0.31302062,0.2627514,-4.684776415841703
2024-11-07,AWL.BO,0.42422715,0.31302103,0.26275185,-4.18234796151411
2024-11-07,AAVAS.BO,0.42422572,0.31302184,0.2627525,-3.1045455476769495
2024-11-07,ACE.BO,0.42422336,0.31302306,0.26275358,-5.794744971782171
2024-11-07,ADANIENSOL.BO,0.42422628,0.3130215,0.2627522,-8.964511773522204
2024-11-07,ADANIENT.BO,0.42422748,0.31302077,0.26275173,-4.827821761598047
2024-11-07,ADANIGREEN.BO,0.42422783,0.31302065,0.26275152,-9.32156684952084
2024-11-07,ADANIPORTS.BO,0.42422777,0.31302065,0.26275155,-6.520771311833519
2024-11-07,ADANIPOWER.BO,0.42422637,0.31302142,0.2627522,-8.380583368759462
2024-11-07,ATGL.BO,0.42422697,0.3130211,0.26275194,-5.796898531626506
2024-11-14,360ONE.BO,0.32702532,0.34339836,0.32957628,4.03429155379257
2024-11-14,3MINDIA.BO,0.32702553,0.3433991,0.3295753,-1.7551237471285137
2024-11-14,APLAPOLLO.BO,0.3270254,0.34339842,0.3295762,-0.8666100254885302
2024-11-14,AUBANK.BO,0.32702518,0.34339765,0.32957715,3.965141612200436
2024-11-14,AWL.BO,0.32702526,0.343398,0.32957676,-10.104208706502655
2024-11-14,AAVAS.BO,0.32702515,0.34339756,0.32957733,0.16656066858493374
2024-11-14,ACE.BO,0.32702518,0.34339762,0.32957724,1.0459830434378208
2024-11-14,ADANIENSOL.BO,0.32702512,0.34339747,0.3295774,-28.78391176211566
2024-11-14,ADANIENT.BO,0.32702556,0.34339905,0.32957542,-20.10863865095518
2024-11-14,ADANIGREEN.BO,0.327025,0.34339702,0.329578,-35.07012059920688
2024-11-14,ADANIPORTS.BO,0.3270253,0.34339812,0.32957658,-7.74676299833027
2024-11-14,ADANIPOWER.BO,0.3270251,0.3433973,0.32957762,-18.658414023419816
2024-11-14,ATGL.BO,0.32702538,0.34339845,0.32957616,-12.19031227624235
